iter	F1	Logloss
141	0.9475319496	0.1767268035
142	0.9476179715	0.1758461914
143	0.9480483153	0.1748856961
144	0.9480483153	0.17428194
145	0.9483928718	0.1738353874
146	0.9483928718	0.1727330305
147	0.9486514536	0.172129656
148	0.9486514536	0.1715886096
149	0.9490827368	0.1710616784
150	0.9490827368	0.1708870731
151	0.9491690405	0.1707937148
152	0.9491690405	0.1704770969
153	0.9492553599	0.169443852
154	0.9491690405	0.1685925148
155	0.9496007945	0.1680489037
156	0.9501194181	0.1673942692
157	0.9501194181	0.1673024408
158	0.9500329415	0.1668464922
159	0.9505520374	0.1661386707
160	0.9506386086	0.1653729268
161	0.9507251955	0.1647067516
162	0.9510717009	0.1640129727
163	0.9512450483	0.163459342
164	0.9512450483	0.1633650995
165	0.9512450483	0.1626444922
166	0.9512450483	0.1624701073
167	0.9512450483	0.1620734866
168	0.9512450483	0.1617002897
169	0.9541906871	0.1606696599
170	0.9546245282	0.1600207131
171	0.9546245282	0.1596694759
172	0.9547113438	0.1596373712
173	0.9551456586	0.158613126
174	0.955232569	0.1585025876
175	0.9556673583	0.1578422829
176	0.9554064373	0.1572293181
177	0.9550587641	0.1569570401
178	0.9555803688	0.1564599643
179	0.9559284219	0.1560862056
180	0.9560154748	0.1560542674
181	0.9560154748	0.1557224939
182	0.9561896282	0.1554760356
183	0.9561896282	0.1553164664
184	0.9563638451	0.1551275481
185	0.9562767287	0.1550790832
186	0.9565381254	0.1550308729
187	0.9565381254	0.1550041237
188	0.9565381254	0.1541331085
189	0.9566252894	0.153405569
190	0.9570613477	0.1527495183
191	0.9570613477	0.1524691115
192	0.9574978038	0.1510094094
193	0.9574978038	0.1504442412
194	0.9573231736	0.149928165
195	0.9576724977	0.1492273855
196	0.9574978038	0.149113184
197	0.9581095115	0.1484499525
198	0.9584594098	0.1477705937
199	0.9584594098	0.1473580078
200	0.9584594098	0.1468839091
201	0.9584594098	0.1464919873
202	0.9590723472	0.1455222479
203	0.9590723472	0.1445757786
204	0.9623553001	0.1441194126
205	0.9626185264	0.1434726509
206	0.9627063005	0.1429404694
207	0.9631454112	0.1422137835
208	0.9631454112	0.1421737695
209	0.9634969883	0.1410739624
210	0.9640248354	0.1404458546
211	0.9639368208	0.1403808159
212	0.9638488221	0.1403444937
213	0.964200913	0.139537086
214	0.9641128662	0.1393342094
215	0.964200913	0.1387087833
216	0.9644651501	0.13781663
217	0.964377055	0.1372468473
218	0.9648176915	0.1361618504
219	0.9649940588	0.1350861238
220	0.9650822667	0.1350167675
221	0.9651704907	0.1349376177
222	0.9651704907	0.1345588232
223	0.9651704907	0.1343990478
224	0.9652587308	0.1342812674
225	0.9654352595	0.1332728985
226	0.9656118527	0.1325961033
227	0.965523548	0.1325328078
228	0.965523548	0.1323480482
229	0.9656118527	0.1322888345
230	0.9657885106	0.1320871424
231	0.9656118527	0.1320267442
232	0.9657885106	0.1315688456
233	0.9657001736	0.1310233117
234	0.9657001736	0.1310068792
235	0.9657001736	0.1308865921
236	0.9658768638	0.1305886242
237	0.9661420203	0.1300465726
238	0.9661420203	0.129593098
239	0.9665842715	0.1292021817
240	0.9666727704	0.1289125546
241	0.9667612854	0.128403179
242	0.9671155077	0.1277158123
243	0.9671155077	0.1276551594
244	0.9670269278	0.1275427294
245	0.9670269278	0.1272989726
246	0.9671155077	0.1269681246
247	0.9673813449	0.1265176106
248	0.9673813449	0.1256990419
249	0.9676473282	0.1252026175
250	0.9678247317	0.1241761791
251	0.9676473282	0.1237820295
252	0.9680909589	0.1230029903
253	0.9680022002	0.1227109626
254	0.9680022002	0.1226611494
255	0.9680909589	0.1223028937
256	0.9685349966	0.1218765698
257	0.9684461565	0.1218101142
258	0.9685349966	0.1212796343
259	0.9685349966	0.1208886814
260	0.9685349966	0.1204139476
261	0.968623853	0.1201143321
262	0.968623853	0.1201008878
263	0.968623853	0.1200165979
264	0.9688016148	0.1199458028
265	0.9688016148	0.1194728576
266	0.9690683798	0.1188975667
267	0.9690683798	0.1183375772
268	0.9692463048	0.1180664946
269	0.9690683798	0.1176794687
270	0.9690683798	0.1176620476
271	0.9688905202	0.1171229271
272	0.9690683798	0.1166277527
273	0.9689794418	0.115975404
274	0.9689794418	0.115817546
275	0.9692463048	0.1155665425
276	0.9693352918	0.1146430974
277	0.9699586585	0.1139057872
278	0.9699586585	0.1137534133
279	0.9704936114	0.1131487344
280	0.9704936114	0.1131239188
281	0.9703152282	0.1129618625
282	0.9703152282	0.1126216471
283	0.9704936114	0.1125936364
284	0.9704936114	0.1122510334
285	0.9707613091	0.1119873856
286	0.9707613091	0.1118907496
287	0.9707613091	0.1113457027
288	0.9709398564	0.1110977228
289	0.9712078004	0.1108508566
290	0.971297148	0.1106029279
291	0.9714758924	0.1101909883
292	0.9714758924	0.1101390472
293	0.9715652892	0.1100539107
294	0.9715652892	0.1099290452
295	0.9715652892	0.1094763423
296	0.9716547026	0.1093789615
297	0.9716547026	0.1093589453
298	0.9717441324	0.109130633
299	0.9717441324	0.1091051868
300	0.9719230414	0.1088528595
301	0.9719230414	0.1087551747
302	0.9721915284	0.1082654714
303	0.9723706022	0.1069185924
304	0.9723706022	0.1068173763
305	0.9723706022	0.1063892524
306	0.9723706022	0.1062871971
307	0.9724601638	0.1060629752
308	0.9723706022	0.1054848097
309	0.9724601638	0.1052175505
310	0.9724601638	0.1049575978
311	0.9725497419	0.1048470543
312	0.9725497419	0.1046939193
313	0.9725497419	0.1045303207
314	0.9725497419	0.1043582215
315	0.9727289477	0.104162261
316	0.9727289477	0.1040239458
317	0.9730875575	0.1038010484
318	0.9733566883	0.1035966661
319	0.9733566883	0.1035615425
320	0.9734464317	0.1034029158
321	0.9734464317	0.1031933084
322	0.9734464317	0.1030015349
323	0.9733566883	0.1028696973
324	0.9732669615	0.1028040889
325	0.9734464317	0.1022057476
326	0.9734464317	0.1020968347
327	0.9734464317	0.1020433538
328	0.9735361916	0.1020097715
329	0.9734464317	0.101882778
330	0.9734464317	0.1018631426
331	0.9735361916	0.1018309151
332	0.9735361916	0.1017987403
333	0.9733566883	0.1013819972
334	0.9735361916	0.1010830506
335	0.9736259681	0.1010609632
336	0.9736259681	0.1010451745
337	0.9736259681	0.1008954969
338	0.973895397	0.1007653659
339	0.9738055708	0.1005868401
340	0.9741649749	0.1001503753
341	0.9742548674	0.09981572498
342	0.9744347022	0.09969672523
343	0.9744347022	0.09968717722
344	0.9744347022	0.09966512041
345	0.9747045789	0.09938778636
346	0.9749746051	0.0992146231
347	0.9749746051	0.09887091908
348	0.9749746051	0.09860559513
349	0.9751547057	0.09806843857
350	0.9751547057	0.09804931279
351	0.9751547057	0.09797472953
352	0.9752447809	0.09791995353
353	0.9752447809	0.09766738571
354	0.9754249814	0.09739649259
355	0.9755151066	0.09737785906
356	0.9755151066	0.097341153
357	0.9756052484	0.09713632106
358	0.9756954069	0.09674411604
359	0.9756954069	0.09668992264
360	0.9756954069	0.09648685475
361	0.975875774	0.09614283529
362	0.975875774	0.09608043295
363	0.975875774	0.09607381552
364	0.9757855821	0.09606523532
365	0.9759659825	0.0958407516
366	0.9759659825	0.09579231333
367	0.9762367081	0.09528461633
368	0.9762367081	0.09526304499
369	0.9762367081	0.09504578819
370	0.9763269834	0.09494966177
371	0.9763269834	0.09451996817
372	0.9764172754	0.09442638666
373	0.9763269834	0.09441008653
374	0.9763269834	0.09402504324
375	0.9763269834	0.09386489218
376	0.9763269834	0.0936188251
377	0.9764172754	0.09359207336
378	0.976507584	0.09319098499
379	0.9765979094	0.0930003818
380	0.976507584	0.0929602175
381	0.976507584	0.09248227052
382	0.9766882515	0.09239929271
383	0.9767786103	0.09222172507
384	0.9767786103	0.09205777987
385	0.9767786103	0.09205223459
386	0.9769593781	0.09197585843
387	0.977049787	0.09177885893
388	0.9773211144	0.09137247584
389	0.9773211144	0.09134889785
390	0.9771402127	0.09131465411
391	0.9773211144	0.09100635543
392	0.9773211144	0.09099006314
393	0.977502083	0.09088405477
394	0.9775925925	0.09063743557
395	0.9774115903	0.09059664295
396	0.977502083	0.09044027021
397	0.9774115903	0.09041538242
398	0.9776831187	0.08975093536
399	0.9776831187	0.08961318805
400	0.9776831187	0.08939613768
401	0.9776831187	0.08932328081
402	0.9779547979	0.08898568004
403	0.9778642214	0.08888072047
404	0.9782266282	0.08868730017
405	0.9776831187	0.08837594749
406	0.9780453913	0.08796918874
407	0.9780453913	0.08792636206
408	0.9783172719	0.08780208518
409	0.9783172719	0.08779105294
410	0.9783172719	0.08748846081
411	0.9782266282	0.0870408347
412	0.9782266282	0.0870194964
413	0.9782266282	0.08699113146
414	0.9782266282	0.08694898281
415	0.9783172719	0.08672277779
416	0.9783172719	0.08645869904
417	0.9783172719	0.0863210445
418	0.9786800147	0.08591059045
419	0.978861487	0.08579281352
420	0.978861487	0.08560767126
421	0.9789522484	0.08557237256
422	0.9789522484	0.08554048896
423	0.9789522484	0.08545301324
424	0.978861487	0.08541377718
425	0.9786800147	0.08526027796
426	0.9786800147	0.085204307
427	0.9786800147	0.08518075138
428	0.978861487	0.08508611642
429	0.9787707424	0.08474538589
430	0.9787707424	0.08467118685
431	0.978861487	0.08421570902
432	0.9789522484	0.08411464252
433	0.9789522484	0.08410941737
434	0.9792246335	0.08401487092
435	0.9792246335	0.08397050895
436	0.9792246335	0.0838732871
437	0.9792246335	0.08379961772
438	0.9792246335	0.08377108958
439	0.9792246335	0.08375820393
440	0.9792246335	0.08369942427
441	0.9792246335	0.08364636866
442	0.9793154623	0.08340384404
443	0.9793154623	0.0831672156
444	0.9795880496	0.08287090828
445	0.9799517355	0.08238608369
446	0.9799517355	0.0822256893
447	0.9799517355	0.08206053428
448	0.9799517355	0.08205042401
449	0.9800426992	0.08187581553
450	0.9800426992	0.08144509459
451	0.9800426992	0.08102316208
452	0.9801336798	0.08087097024
453	0.9800426992	0.08079106719
454	0.9800426992	0.08077988984
455	0.9799517355	0.08048907197
456	0.9800426992	0.08044806991
457	0.9799517355	0.0800533073
458	0.9798607887	0.08002734232
459	0.9797698588	0.07998325229
460	0.9799517355	0.0796800167
461	0.9797698588	0.07961534472
462	0.9797698588	0.07959415945
463	0.9797698588	0.07959037228
464	0.9798607887	0.07942632125
465	0.9797698588	0.07923025045
466	0.9797698588	0.07917111088
467	0.9801336798	0.078845556
468	0.9801336798	0.07881519351
469	0.9801336798	0.07880684456
470	0.9800426992	0.07855944385
471	0.9800426992	0.07835839608
472	0.9802246773	0.07820263118
473	0.9800426992	0.07806285012
474	0.9802246773	0.07769399781
475	0.9803156916	0.07726989879
476	0.9803156916	0.07721989554
477	0.9805888361	0.07700655951
478	0.9804977711	0.07684416269
479	0.9804977711	0.07658642377
480	0.9804977711	0.07658331496
481	0.9805888361	0.0763985995
482	0.9805888361	0.07637708907
483	0.9806799182	0.07635627668
484	0.9809532657	0.07601818609
485	0.9808621329	0.07591084748
486	0.9810444154	0.07544684308
487	0.9810444154	0.0753205278
488	0.9810444154	0.07526265659
489	0.9809532657	0.07520344203
490	0.9810444154	0.07509397449
491	0.9809532657	0.07489808658
492	0.9808621329	0.07488273323
493	0.9808621329	0.07486929554
494	0.9808621329	0.07486063671
495	0.9810444154	0.07460129176
496	0.9811355821	0.07454877828
497	0.9812267657	0.07432783829
498	0.9812267657	0.07427874242
499	0.9812267657	0.07422995236
500	0.9812267657	0.07414209898
501	0.9812267657	0.07413848115
502	0.9814091838	0.07400487496
503	0.9814091838	0.07356413566
504	0.9815916697	0.07336304047
505	0.9814091838	0.07309071997
506	0.9815004182	0.07289127289
507	0.9816829381	0.07278922097
508	0.9816829381	0.07277472258
509	0.9819568451	0.07248867424
510	0.9819568451	0.07246288577
511	0.9819568451	0.07225841477
512	0.9819568451	0.0722515158
513	0.9820481815	0.07216602116
514	0.9820481815	0.07214173929
515	0.9820481815	0.07207068824
516	0.9819568451	0.07205563212
517	0.9818655258	0.07193405245
518	0.9819568451	0.07188994076
519	0.9819568451	0.07187929561
520	0.9818655258	0.07183399224
521	0.9818655258	0.07158129084
522	0.9820481815	0.07129383797
523	0.9819568451	0.07104244714
524	0.9821395348	0.07074385559
525	0.9821395348	0.07072919448
526	0.9823222924	0.07046085226
527	0.9823222924	0.07042172169
528	0.9822309051	0.07041545499
529	0.9823222924	0.07022133751
530	0.9822309051	0.07002865954
531	0.9822309051	0.07000367709
532	0.9822309051	0.06984713113
533	0.9823222924	0.06969585592
534	0.9823222924	0.06955676483
535	0.9825051181	0.06919689738
536	0.9825051181	0.06915549968
537	0.9825051181	0.0691345178
538	0.9825051181	0.06911202532
539	0.9825051181	0.06906302721
540	0.9825965564	0.06895663151
541	0.9825965564	0.06892136159
542	0.9825965564	0.06874854701
543	0.9825965564	0.06869337311
544	0.9825965564	0.06868277082
545	0.9830540036	0.06843806833
546	0.9829624801	0.06833234397
547	0.9829624801	0.06822177339
548	0.9833286764	0.06784154244
549	0.9833286764	0.0678055739
550	0.9833286764	0.06778463838
551	0.9833286764	0.06778443329
552	0.9833286764	0.0677714369
553	0.9831455442	0.06760064764
554	0.9833286764	0.06745036895
555	0.9833286764	0.06716643393
556	0.9835118769	0.06709489048
557	0.9836035028	0.06684734684
558	0.9836951457	0.06674930805
559	0.9836951457	0.06672013295
560	0.9836035028	0.06670143715
561	0.9837868057	0.06652374287
562	0.9836035028	0.06650151628
563	0.9835118769	0.06633560718
564	0.9836951457	0.06608099505
565	0.9837868057	0.0660735526
566	0.9836951457	0.06598249063
567	0.9838784828	0.06585095419
568	0.983970177	0.06578665214
569	0.9840618882	0.06561743729
570	0.9841536166	0.06558200674
571	0.983970177	0.06527943375
572	0.983970177	0.06526123813
573	0.983970177	0.06516353208
574	0.983970177	0.06515092459
575	0.983970177	0.06509604162
576	0.983970177	0.06498707202
577	0.9841536166	0.06496549015
578	0.9840618882	0.06475249942
579	0.9840618882	0.06450065071
580	0.9841536166	0.06417811407
581	0.9841536166	0.06412451707
582	0.9840618882	0.06398470482
583	0.9841536166	0.06383820792
584	0.9841536166	0.06368532687
585	0.9843371247	0.06349581194
586	0.9843371247	0.06346794065
587	0.9843371247	0.06343155778
588	0.9843371247	0.06338336417
589	0.9843371247	0.06337375273
590	0.9844289043	0.06337005668
591	0.9844289043	0.06337004321
592	0.9845207011	0.06323360414
593	0.9845207011	0.06321335108
594	0.9845207011	0.06294786809
595	0.9846125151	0.06283181428
596	0.9847043461	0.0625079119
597	0.9847961943	0.06245297707
598	0.9847961943	0.06240442313
599	0.9847961943	0.0623978688
600	0.9847961943	0.06239054427
601	0.9848880596	0.06231557067
602	0.9849799421	0.06226568987
603	0.9850718417	0.06208149298
604	0.9850718417	0.06189806257
605	0.9850718417	0.0617178394
606	0.9848880596	0.06148831302
607	0.9847961943	0.06139757572
608	0.9848880596	0.06136514975
609	0.9848880596	0.06134223066
610	0.9847961943	0.06132619111
611	0.9847961943	0.06125712387
612	0.9849799421	0.0612239118
613	0.9849799421	0.06111061237
614	0.9849799421	0.06108669224
615	0.9851637584	0.06079686734
616	0.9851637584	0.06071971976
617	0.9851637584	0.06069885652
618	0.9851637584	0.06067086001
619	0.9851637584	0.06042998383
620	0.9850718417	0.06031501656
621	0.9853476434	0.05999127022
622	0.9853476434	0.05993426071
623	0.9854396116	0.05938688392
624	0.985531597	0.05920570084
625	0.985531597	0.05919941783
626	0.985531597	0.05919485288
627	0.9856235996	0.05912228636
628	0.9857156194	0.05907415686
629	0.9857156194	0.05905531304
630	0.9857156194	0.05897877352
631	0.9857156194	0.05893768732
632	0.985531597	0.05877213004
633	0.9856235996	0.05873868478
634	0.9856235996	0.05862007455
635	0.9856235996	0.05856709768
636	0.9856235996	0.05855528875
637	0.985531597	0.05854661973
638	0.985531597	0.05840793696
639	0.985531597	0.05820921914
640	0.985531597	0.05815012528
641	0.9856235996	0.05794854822
642	0.9857156194	0.05793609028
643	0.9857156194	0.05778684844
644	0.9857156194	0.0575797802
645	0.9859917818	0.05729087364
646	0.9859917818	0.05718396277
647	0.9859917818	0.05717880545
648	0.9859917818	0.05714690505
649	0.9859917818	0.05708200974
650	0.986175976	0.05691598971
651	0.986175976	0.05684852314
652	0.9863602391	0.05661798465
653	0.9863602391	0.05649718676
654	0.9864523964	0.05645930277
655	0.9864523964	0.05621689903
656	0.9864523964	0.05619632688
657	0.9867289719	0.05600209602
658	0.9867289719	0.05589173563
659	0.986544571	0.05564615161
660	0.986544571	0.05564123205
661	0.9864523964	0.05542559044
662	0.986544571	0.05512976464
663	0.9866367628	0.05504475449
664	0.9867289719	0.05493110202
665	0.9867289719	0.05475982942
666	0.9867289719	0.05469795328
667	0.9867289719	0.05463704108
668	0.9868211982	0.05462875126
669	0.9868211982	0.05462519897
670	0.9867289719	0.05457634171
671	0.9867289719	0.05436210319
672	0.9868211982	0.05430895732
673	0.9870057025	0.05429512338
674	0.9869134417	0.05424280078
675	0.9870057025	0.05415595855
676	0.9870057025	0.05401422922
677	0.9870979805	0.05398774151
678	0.9870979805	0.05395784172
679	0.9870979805	0.0539498187
680	0.9870979805	0.05394851053
681	0.9870979805	0.0539366517
682	0.9870057025	0.05379630241
683	0.9870057025	0.05364990956
684	0.9870057025	0.05362923987
685	0.9870979805	0.05356664518
686	0.9870979805	0.05355939152
687	0.9870979805	0.05344307759
688	0.9870979805	0.0534353921
689	0.9870979805	0.05340516305
690	0.9870979805	0.05329973274
691	0.9870979805	0.05320063709
692	0.9871902758	0.05303471998
693	0.9872825883	0.05303243674
694	0.9873749181	0.05302542045
695	0.9871902758	0.05297864247
696	0.9870979805	0.0529412424
697	0.9872825883	0.05287317903
698	0.9870057025	0.05281488376
699	0.9870979805	0.05262615496
700	0.9870057025	0.05259203106
701	0.9870057025	0.05236669584
702	0.9871902758	0.05226255398
703	0.9872825883	0.05212384665
704	0.9872825883	0.05211562239
705	0.9874672652	0.05189009157
706	0.9874672652	0.05184394372
707	0.9875596295	0.05174300182
708	0.9875596295	0.05173177827
709	0.9876520112	0.0516208113
710	0.9876520112	0.05148739198
711	0.9876520112	0.05142966805
712	0.9877444101	0.05139243344
713	0.9877444101	0.0513837683
714	0.9875596295	0.05117985211
715	0.9877444101	0.05099236467
716	0.9877444101	0.05097015503
717	0.9878368263	0.05084110501
718	0.9878368263	0.05077080653
719	0.9878368263	0.05074167442
720	0.9878368263	0.05072297153
721	0.9879292598	0.05040269934
722	0.9879292598	0.05038847676
723	0.9880217106	0.05033404768
724	0.9882066641	0.05008587323
725	0.9882066641	0.05005190058
726	0.9882066641	0.05004437404
727	0.9882066641	0.05000771209
728	0.9882066641	0.04994080416
729	0.9882991668	0.04992847285
730	0.9882991668	0.04991605566
731	0.9882991668	0.04983170468
732	0.9884842243	0.0496792803
733	0.9884842243	0.04966920435
734	0.9884842243	0.0496617907
735	0.9884842243	0.04950373289
736	0.9884842243	0.0494426637
737	0.9887619404	0.0493711836
738	0.9887619404	0.04933082807
739	0.9887619404	0.04931131503
740	0.9888545471	0.0491983631
741	0.9888545471	0.04919054851
742	0.9888545471	0.04919054392
743	0.9888545471	0.04915090591
744	0.9887619404	0.04907968229
745	0.9887619404	0.04907372168
746	0.9888545471	0.04896391671
747	0.9888545471	0.04866768478
748	0.9888545471	0.04848344874
749	0.9888545471	0.0484740233
750	0.9888545471	0.04845430886
751	0.9888545471	0.04845401222
752	0.9888545471	0.0484451011
753	0.9888545471	0.04831265848
754	0.9888545471	0.04830680357
755	0.9888545471	0.04821186391
756	0.9888545471	0.04801884272
757	0.9888545471	0.04784247057
758	0.9889471712	0.04769641907
759	0.9890398126	0.04757480053
760	0.9890398126	0.04749014358
761	0.9890398126	0.04746185784
762	0.9891324714	0.04731212624
763	0.9891324714	0.04720763819
764	0.9891324714	0.04701444316
765	0.9891324714	0.04701076543
766	0.9892251475	0.04689870132
767	0.989317841	0.04679059511
768	0.989317841	0.04662007958
769	0.989317841	0.04661231471
770	0.9894105519	0.04655037984
771	0.9895032802	0.04623740353
772	0.9895032802	0.04617722685
773	0.9895032802	0.04613813957
774	0.9895032802	0.04611440144
775	0.9895960258	0.04603485993
776	0.9895960258	0.04598113505
777	0.9894105519	0.04584504009
778	0.9894105519	0.04563874204
779	0.9895960258	0.0455092526
780	0.9895960258	0.04540209609
781	0.9895032802	0.04536073222
782	0.9896887888	0.04524279034
783	0.9896887888	0.04521889899
784	0.9895960258	0.04493075384
785	0.9896887888	0.04488195868
786	0.9896887888	0.04480552918
787	0.9896887888	0.04479241697
788	0.9896887888	0.0446846038
789	0.9896887888	0.04468096704
790	0.9895960258	0.0446219496
791	0.9895960258	0.04447615789
792	0.9896887888	0.0444620038
793	0.9897815693	0.04439019471
794	0.9897815693	0.04438991092
795	0.9899671823	0.04437544642
796	0.9898743671	0.04427479998
797	0.9898743671	0.04424691268
798	0.9898743671	0.04421556924
799	0.9898743671	0.0442046917
800	0.9898743671	0.04415559118
801	0.9898743671	0.04414936677
802	0.9898743671	0.04405705284
803	0.9898743671	0.04405637035
804	0.9898743671	0.04402173192
805	0.9898743671	0.0439975012
806	0.9898743671	0.04385430757
807	0.9899671823	0.04362862769
808	0.9899671823	0.04361619911
809	0.9899671823	0.04354029863
810	0.9899671823	0.04352041356
811	0.9899671823	0.04347836175
812	0.9898743671	0.04345085671
813	0.9899671823	0.04335035597
814	0.990152865	0.04325875977
815	0.9904315196	0.04316177008
816	0.990152865	0.04305881843
817	0.990152865	0.04305007261
818	0.990152865	0.04298713221
819	0.9902457325	0.04290611849
820	0.9902457325	0.04290104971
821	0.990152865	0.0428667287
822	0.990152865	0.04278779367
823	0.9903386173	0.04269387122
824	0.9904315196	0.0426697896
825	0.9904315196	0.04266196741
826	0.990152865	0.04247023396
827	0.9904315196	0.04235320443
828	0.9904315196	0.04232860913
829	0.9904315196	0.04232664042
830	0.9904315196	0.04230726434
831	0.9904315196	0.04229415975
832	0.9904315196	0.04216402706
833	0.9904315196	0.0421534077
834	0.9904315196	0.04215138715
835	0.9904315196	0.04211121433
836	0.9905244394	0.04199050554
837	0.9904315196	0.04198538498
838	0.9905244394	0.04185886516
839	0.9908033033	0.04156016507
840	0.9908033033	0.04155700231
841	0.9908962928	0.04139800164
842	0.9908962928	0.04138993231
843	0.9908962928	0.04138089585
844	0.9908962928	0.04135249228
845	0.9908962928	0.04115912124
846	0.9908962928	0.04108182097
847	0.9908962928	0.04106703267
848	0.9910823242	0.04098316861
849	0.9911753661	0.04084173803
850	0.9911753661	0.04082766851
851	0.9911753661	0.04082470865
852	0.9911753661	0.04082402844
853	0.9911753661	0.04072258835
854	0.9911753661	0.04066664069
855	0.9911753661	0.04065251121
856	0.9911753661	0.04054099864
857	0.9911753661	0.04053638809
858	0.9911753661	0.04048633115
859	0.9912684254	0.04040776867
860	0.9912684254	0.04039112858
861	0.9911753661	0.04035943418
862	0.9911753661	0.04033541117
863	0.9911753661	0.04024372733
864	0.9911753661	0.04015497858
865	0.9911753661	0.03996637899
866	0.9911753661	0.03992011109
867	0.9912684254	0.03975303104
868	0.9912684254	0.03964281266
869	0.9912684254	0.03959973702
870	0.9911753661	0.03947738392
871	0.9912684254	0.03946511502
872	0.9912684254	0.03936128097
873	0.9912684254	0.03934815424
874	0.9912684254	0.03922323647
875	0.9912684254	0.03910760371
876	0.9912684254	0.03909749639
877	0.9913615023	0.03909149839
878	0.9911753661	0.03894538396
879	0.9912684254	0.03882423157
