iter	F1	Logloss
880	0.9912684254	0.03868225162
881	0.9912684254	0.03867224678
882	0.9912684254	0.03866133806
883	0.9912684254	0.03855319104
884	0.9912684254	0.03853938808
885	0.9912684254	0.0384718278
886	0.9912684254	0.03846133772
887	0.9912684254	0.03845582793
888	0.9912684254	0.03844453333
889	0.9912684254	0.03843049776
890	0.9912684254	0.03843049225
891	0.9912684254	0.0383402643
892	0.9913615023	0.03824569163
893	0.9913615023	0.038230018
894	0.9913615023	0.03815735649
895	0.9913615023	0.03815733205
896	0.9916408377	0.03794245754
897	0.9916408377	0.03791932734
898	0.9916408377	0.037874376
899	0.9916408377	0.03786051671
900	0.9916408377	0.03785512829
901	0.9916408377	0.0378417122
902	0.9916408377	0.03777356537
903	0.9915477084	0.03770139507
904	0.9915477084	0.03768180918
905	0.9915477084	0.03765797759
906	0.9916408377	0.03757477055
907	0.9916408377	0.03756667445
908	0.9916408377	0.03748183818
909	0.9916408377	0.03748034319
910	0.9916408377	0.03742963145
911	0.9917339845	0.03735503934
912	0.9917339845	0.03728639476
913	0.9917339845	0.03724302735
914	0.9917339845	0.03715953735
915	0.9917339845	0.03702806205
916	0.9917339845	0.03702156499
917	0.9918271488	0.03694509843
918	0.9919203307	0.03679684121
919	0.9919203307	0.03674182057
920	0.9918271488	0.03672870388
921	0.9919203307	0.03661409763
922	0.9919203307	0.03659851071
923	0.99201353	0.03654425985
924	0.9919203307	0.03648445278
925	0.99201353	0.03647055949
926	0.9921067468	0.03624667951
927	0.9921067468	0.0362423156
928	0.9921067468	0.03623845212
929	0.9921067468	0.03622965302
930	0.9921067468	0.03622078622
931	0.9921067468	0.03619968558
932	0.9921999812	0.03612103811
933	0.9921999812	0.03609270326
934	0.9921999812	0.03608898338
935	0.9921999812	0.03604937263
936	0.9921067468	0.03591822945
937	0.9921999812	0.03586698779
938	0.9921999812	0.03585778509
939	0.9921999812	0.03585469697
940	0.9921999812	0.03580718372
941	0.9921067468	0.03579045136
942	0.9921067468	0.0357838095
943	0.9921999812	0.03572830025
944	0.9921999812	0.03559115829
945	0.992293233	0.03551150285
946	0.9923865024	0.03546885862
947	0.9923865024	0.0354611858
948	0.9923865024	0.03544956693
949	0.9923865024	0.03544224956
950	0.9923865024	0.03538516796
951	0.9924797894	0.03537708362
952	0.992293233	0.03529820185
953	0.992293233	0.0352936942
954	0.992293233	0.03527741162
955	0.9921999812	0.03502287836
956	0.992293233	0.03494712882
957	0.9921999812	0.03491979876
958	0.9921999812	0.03491979663
959	0.9921999812	0.03491220419
960	0.9921999812	0.03489893884
961	0.9921999812	0.03480193081
962	0.992293233	0.03471977018
963	0.992293233	0.03469248448
964	0.992293233	0.03469002879
965	0.9921999812	0.03453649081
966	0.9923865024	0.03453077626
967	0.9923865024	0.03452011082
968	0.9923865024	0.03444411981
969	0.9923865024	0.03436974464
970	0.992293233	0.03433009757
971	0.9925730939	0.0342462913
972	0.9925730939	0.03423772828
973	0.9925730939	0.03420774754
974	0.9925730939	0.03420069092
975	0.9925730939	0.03419822511
976	0.992293233	0.0340099541
977	0.9925730939	0.03388069408
978	0.9925730939	0.03386654739
979	0.9925730939	0.03384780698
980	0.9925730939	0.0338271357
981	0.9924797894	0.03375455657
982	0.9926664159	0.03367772138
983	0.9927597555	0.0336461364
984	0.9927597555	0.03364318405
985	0.9926664159	0.0335187274
986	0.9927597555	0.03332411451
987	0.9927597555	0.03332188412
988	0.9928531126	0.03323390915
989	0.9928531126	0.0332231315
990	0.9931332894	0.03316899976
991	0.9930398796	0.03313062841
992	0.9930398796	0.03312836919
993	0.9930398796	0.0331094391
994	0.9929464873	0.03304498191
995	0.9929464873	0.03295356222
996	0.9929464873	0.03292819659
997	0.9930398796	0.03281762852
998	0.9931332894	0.03277451
999	0.9931332894	0.03269564959
1000	0.9931332894	0.03262305369
1001	0.9931332894	0.0326189627
1002	0.9931332894	0.03257129004
1003	0.9932267168	0.0325467744
1004	0.9932267168	0.03249177547
1005	0.9932267168	0.03241257453
1006	0.9932267168	0.03240763992
1007	0.9933201618	0.03227893446
1008	0.9933201618	0.03227886669
1009	0.9933201618	0.0322787077
1010	0.9933201618	0.03227556317
1011	0.9933201618	0.03225521533
1012	0.9933201618	0.03216199829
1013	0.9934136244	0.03214529563
1014	0.9933201618	0.0321437521
1015	0.9934136244	0.0319896125
1016	0.9934136244	0.03194100276
1017	0.9934136244	0.03191799888
1018	0.9934136244	0.03185501522
1019	0.9934136244	0.03185500031
1020	0.9935071045	0.03180856436
1021	0.9934136244	0.03174741204
1022	0.9935071045	0.03167986913
1023	0.9936006023	0.03162515645
1024	0.9935071045	0.03160790701
1025	0.9935071045	0.03160114449
1026	0.9936006023	0.03157747187
1027	0.9936006023	0.03157286009
1028	0.9936006023	0.03151501933
1029	0.9936006023	0.03150742857
1030	0.9936006023	0.03148683746
1031	0.9936006023	0.0314417641
1032	0.9936006023	0.03141759564
1033	0.9936006023	0.03139193169
1034	0.9936941176	0.03133481466
1035	0.9936941176	0.03129709409
1036	0.9936941176	0.03123313523
1037	0.9937876506	0.03121267453
1038	0.9937876506	0.03107550058
1039	0.9937876506	0.03107544624
1040	0.9937876506	0.03103993262
1041	0.9938812011	0.03096402654
1042	0.9938812011	0.03093498452
1043	0.9938812011	0.03087610901
1044	0.9938812011	0.03087448822
1045	0.9938812011	0.03084093207
1046	0.9938812011	0.03082577412
1047	0.9938812011	0.03069545588
1048	0.9938812011	0.03069098032
1049	0.9938812011	0.03067479242
1050	0.9939747693	0.0305633307
1051	0.9938812011	0.03054709955
1052	0.9938812011	0.03054434184
1053	0.9938812011	0.03049772124
1054	0.9939747693	0.03043997963
1055	0.9939747693	0.03038043148
1056	0.9939747693	0.03037379742
1057	0.9938812011	0.03032425357
1058	0.9938812011	0.03029677686
1059	0.9938812011	0.03029674105
1060	0.9938812011	0.03027629823
1061	0.9938812011	0.03026775111
1062	0.9938812011	0.03026425591
1063	0.9937876506	0.03014884436
1064	0.9938812011	0.03010443765
1065	0.9939747693	0.03003961512
1066	0.9938812011	0.03001513294
1067	0.9939747693	0.02993418739
1068	0.9939747693	0.02990462287
1069	0.9939747693	0.02987586868
1070	0.9939747693	0.02987586868
1071	0.9939747693	0.02986963341
1072	0.9939747693	0.02985788437
1073	0.9939747693	0.02981971766
1074	0.9938812011	0.02968177517
1075	0.9938812011	0.02966012641
1076	0.9938812011	0.02965140336
1077	0.9938812011	0.02962981082
1078	0.9938812011	0.02954377605
1079	0.9938812011	0.02952138297
1080	0.9938812011	0.02949655351
1081	0.9938812011	0.02948164837
1082	0.9939747693	0.02937147263
1083	0.9939747693	0.02932470932
1084	0.9940683551	0.02922772525
1085	0.9939747693	0.02918718239
1086	0.9941619585	0.02902064298
1087	0.9942555796	0.0289990912
1088	0.9941619585	0.02898740996
1089	0.9941619585	0.02891677829
1090	0.9943492183	0.02884322624
1091	0.9943492183	0.02882861178
1092	0.9944428746	0.02880724694
1093	0.9943492183	0.02864648251
1094	0.9943492183	0.02861488018
1095	0.9944428746	0.0284852788
1096	0.9944428746	0.02841152525
1097	0.9944428746	0.0284114217
1098	0.9944428746	0.02837184005
1099	0.9945365486	0.02820145581
1100	0.9945365486	0.02809091794
1101	0.9945365486	0.02808804226
1102	0.9945365486	0.027984271
1103	0.9946302402	0.02798275719
1104	0.9947239495	0.02785911243
1105	0.9947239495	0.02785908387
1106	0.9947239495	0.02777959429
1107	0.9947239495	0.02777956345
1108	0.9947239495	0.02775357258
1109	0.9947239495	0.02773924636
1110	0.9947239495	0.02772736639
1111	0.9947239495	0.02771856963
1112	0.9947239495	0.02771373135
1113	0.9947239495	0.02764104243
1114	0.9948176764	0.02744015075
1115	0.994911421	0.02739136464
1116	0.9948176764	0.02730476808
1117	0.9948176764	0.02729113325
1118	0.994911421	0.02726378523
1119	0.994911421	0.02726235365
1120	0.9950051833	0.02725184083
1121	0.994911421	0.02716002481
1122	0.994911421	0.02710244583
1123	0.994911421	0.0270988667
1124	0.994911421	0.02708337385
1125	0.9952865761	0.02696467373
1126	0.9952865761	0.02691050518
1127	0.9952865761	0.02690405589
1128	0.9952865761	0.02685572176
1129	0.9952865761	0.02685569967
1130	0.9951927608	0.02683316571
1131	0.9951927608	0.02679122986
1132	0.9951927608	0.02677089615
1133	0.9951927608	0.02676974155
1134	0.9951927608	0.02675276362
1135	0.9951927608	0.02673093109
1136	0.9952865761	0.02663478775
1137	0.9952865761	0.02662599229
1138	0.9952865761	0.02659171336
1139	0.9952865761	0.02658722736
1140	0.9951927608	0.02654085598
1141	0.9953804091	0.02644194106
1142	0.9953804091	0.02643354683
1143	0.9953804091	0.02635744138
1144	0.9953804091	0.02635654356
1145	0.9953804091	0.02635652147
1146	0.9953804091	0.02628410226
1147	0.9953804091	0.02628408861
1148	0.9952865761	0.02624324372
1149	0.9952865761	0.02622511732
1150	0.9953804091	0.02622344296
1151	0.9953804091	0.02622087053
1152	0.9954742598	0.02615289932
1153	0.9954742598	0.02615286235
1154	0.9954742598	0.02601942724
1155	0.9955681282	0.02595708613
1156	0.9956620143	0.02594919079
1157	0.9957559181	0.02585747548
1158	0.9956620143	0.02578586706
1159	0.9956620143	0.02578586706
1160	0.9956620143	0.02576590255
1161	0.9956620143	0.0257461509
1162	0.9955681282	0.0257170537
1163	0.9955681282	0.02568563227
1164	0.9958498396	0.02561955011
1165	0.9958498396	0.02546604361
1166	0.9958498396	0.02545779391
1167	0.9958498396	0.02543457337
1168	0.9958498396	0.02541984998
1169	0.9958498396	0.02538008362
1170	0.9958498396	0.02537613853
1171	0.9958498396	0.02536919963
1172	0.9958498396	0.02536205555
1173	0.9958498396	0.02531217891
1174	0.9959437789	0.02526029395
1175	0.9959437789	0.02525747702
1176	0.9959437789	0.02522865845
1177	0.9962257029	0.02512805538
1178	0.9961317105	0.02511671555
1179	0.9961317105	0.02510257142
1180	0.9961317105	0.02510253789
1181	0.9961317105	0.02510251995
1182	0.9960377358	0.02509648359
1183	0.9960377358	0.0250964659
1184	0.9960377358	0.02503850344
1185	0.9960377358	0.0250097682
1186	0.9960377358	0.02500230687
1187	0.9960377358	0.02500229567
1188	0.9960377358	0.02493510492
1189	0.9960377358	0.02483841979
1190	0.9960377358	0.02483839655
1191	0.9960377358	0.02483839351
1192	0.9960377358	0.02483839351
1193	0.9961317105	0.02482377034
1194	0.9961317105	0.02482376507
1195	0.9963197131	0.02472708629
1196	0.9963197131	0.02470114147
1197	0.9963197131	0.02470114059
1198	0.9963197131	0.02461766656
1199	0.996413741	0.02453169689
1200	0.9965077867	0.02445135229
1201	0.996413741	0.02440328351
1202	0.996413741	0.02439524892
1203	0.996413741	0.02435798654
1204	0.9965077867	0.02431366761
1205	0.9965077867	0.02431365431
1206	0.9965077867	0.02430392954
1207	0.9965077867	0.02424341721
1208	0.9965077867	0.02419288663
1209	0.996413741	0.02417854057
1210	0.996413741	0.02416676121
1211	0.996413741	0.02415862443
1212	0.996413741	0.02411820067
1213	0.996413741	0.02408956029
1214	0.996413741	0.02405477557
1215	0.996413741	0.02403999854
1216	0.996413741	0.02403045496
1217	0.996413741	0.02399483688
1218	0.996413741	0.02393928996
1219	0.996413741	0.02393928248
1220	0.9965077867	0.02385136196
1221	0.9965077867	0.02384662798
1222	0.9965077867	0.02381934089
1223	0.9965077867	0.02381193398
1224	0.9965077867	0.02377250038
1225	0.9965077867	0.02371797604
1226	0.996413741	0.02367138559
1227	0.996413741	0.02364867582
1228	0.996413741	0.02355645407
1229	0.996413741	0.0235520788
1230	0.9966018501	0.02349078041
1231	0.9966018501	0.02348047617
1232	0.9966018501	0.02342517914
1233	0.9966018501	0.02339621601
1234	0.9966018501	0.0233962151
1235	0.9966959313	0.02336304504
1236	0.9966959313	0.02333360552
1237	0.9966959313	0.02328588188
1238	0.9966959313	0.02328585536
1239	0.9966959313	0.02327588624
1240	0.9966959313	0.02327422106
1241	0.9966959313	0.0232178991
1242	0.9966959313	0.02318927017
1243	0.9966959313	0.0231341228
1244	0.9967900302	0.02310727629
1245	0.9967900302	0.02303295844
1246	0.9967900302	0.02302617308
1247	0.9967900302	0.0229847561
1248	0.9967900302	0.02298215698
1249	0.9967900302	0.02298122843
1250	0.9967900302	0.02293848146
